Date;Review Rating;Title;Verbatim Native;Product Description;Segment;Version;Comment ID
18/11/2023;5;El mejor tratamiento que he utilizado.;Me regalaron este producto y quedé muy satisfecha como n los resultados;Tratamiento Hidratante Sin Aclarado H&S DermaXPro;Hair Treatments;Revitalize;226039852
18/11/2023;5;Funciona;Este acondicionador ,está genial ,deja el pelo sedoso y desenredado ayuda a prevenir la caspa;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226135193
17/11/2023;3;Me encanta el olor;Lo acabo de probar y me encanta el olor que te deja en el pelo y la suavidad;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226257438
17/11/2023;4;Me encanta;Me encanta el resultado del producto, he probado varios pero este es el único q me funciona;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226215299
17/11/2023;4;;Es una muy buena opción para las personas con cuero cabelludo seco o con caspa. El champú contiene ingredientes hidratantes, como la vitamina E, la niacinamida y el aloe vera, que ayudan a mantener el cuero cabelludo hidratado y saludable. También contiene piroctona olamina, un ingrediente antifúngico que ayuda a prevenir la caspa. En mi experiencia, el champú DermaXpro ha funcionado bien para hidratar mi cuero cabelludo y prevenir la caspa. Siento mi pelo suave y sedoso después de usarlo, y no tengo caspa visible. Sin embargo, el champú puede ser un poco caro. Una botella de 300 ml cuesta alrededor de 10 euros.;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226069851
17/11/2023;4;EL PRODUCTO QUE NO DEBE FALTAR EN TU BAÑO;Es uno de los mejores champús he probado, se notan los efectos positivos que tiene en muy poco tiempo. Es totalmente recomendable;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226258128
17/11/2023;4;Es un producto eficaz y que deja el cuero cabellud;He estado usando el tratamiento hidratante sin aclarado H&S DermaXPro durante unas semanas y estoy bastante satisfecho con los resultados. He notado que la caspa ha disminuido significativamente, y el cuero cabelludo se siente más hidratado y suave. El producto tiene una textura ligera y se absorbe rápidamente en el cuero cabelludo. No deja residuos ni sensación grasa. El olor es agradable, pero no demasiado fuerte. El precio es un poco alto, pero creo que vale la pena la inversión si estás buscando un producto eficaz para el tratamiento de la caspa.;Tratamiento Hidratante Sin Aclarado H&S DermaXPro;Hair Treatments;Revitalize;226258126
17/11/2023;5;Me encanta;Tras lavar mi pelo lo aliso fácilmente sin perder brillo ni buen perfume;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226264064
17/11/2023;5;Fantástico;Marca que no te defrauda. Deja el pelo súper hidratado y suave;Tratamiento Hidratante Sin Aclarado H&S DermaXPro;Hair Treatments;Revitalize;226080564
17/11/2023;5;Una pasada! !;Para los que tenemos el cuero cabelludo sensible es de lo mejor que hay, un 10;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226039847
17/11/2023;5;Gran calidad;Producto de alta calidad y eficacia. Lo recomiendo;Tratamiento Hidratante Sin Aclarado H&S DermaXPro;Hair Treatments;Revitalize;226068677
17/11/2023;5;Genial encantada! ! Es un producto excelente.;Muy recomendable soy peluquera y encantada. Hay un productos que claramente no merecen la pena pero este es muy acertado.;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226221708
17/11/2023;5;Producto genial para mi;Lo compre sin expectativas pero se ha convertido en un indispensable para mi, mi pelo se ve con volumen y suave, además me ha eliminado la caspa sin irritarme,sin duda es el mejor champú que he probado nunca y espero poder ser embajadora para poder recomendarlo a todos mis amigos y familiares;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226016218
17/11/2023;5;Todo en 1 ! ! ! ! ! ! !;Compré este producto y me ha venido súper bien me noto el pelo más fuerte y con más volumen, me lo he estado dando 3 veces a la semana y sin duda he recuperado la fuerza que con otros productos no lo tenía;DermaXpro Champú Revitalizante;Shampoo;Revitalize;225984597
17/11/2023;5;¡¡¡¡Funciona! ! ! !;Compre este producto en mi supermercado de confianza y me ha sorprendido muchísimo! ! Noto menos caída del pelo y más sano. Es increíble;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226020205
17/11/2023;5;Champu para los picores que funciona!;Compre este producto para probarlo, tengo picores en el cuero cabelludo y usaba un champú de farmacia, probé este y estoy super contenta, ya no me pica la cabeza y me sale mucho mas económico que el de la farmacia, super recomendable;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226242784
17/11/2023;5;Resultados espectaculares! ! !;Llevo usando el producto por varios meses , exelente, hidrata y el deja el cabello súper suave y bonito, tengo el cabello liso y lo deja tan hidratado que no necesito aplicar calor a mi cabello luego .;Tratamiento Hidratante Sin Aclarado H&S DermaXPro;Hair Treatments;Revitalize;226504451
17/11/2023;5;Calidad y eficacia inigualable;Llevo un mes usando este shampoo y es buenisimo, deja muy limpio el pelo y cuero cabelludo;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226064219
17/11/2023;5;Fantástico;Me encanta  me va genial para el pelo me deja el pelo limpio , suave , sedoso;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226221074
17/11/2023;5;GENIIAL;ME ENCANTA EL PRODUCTO, ME DEJA LA PIEL MUY CUIDADA Y EL PELO MUY SUELTO;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226272578
17/11/2023;5;Fantastico;Me encanta este producto me ha dejado el pelo increíble . . era lo que estaba buscando! !;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226030145
17/11/2023;5;Un olor increíble;Me encanta este champú . . sobretodo su olor y textura. . . Me lo recomendó mi amiga y estoy feliz . .;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226057780
17/11/2023;5;Nueva descubrimiento! ! !;Este champú me gusta mucho por el frescor que siento al utilizarlo! ! El olor es muy bueno y deja el pelo muy suave como si utilizara algún acondicionador, muy contenta con el producto;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226266378
17/11/2023;5;Ideales resultados;Probé el producto y en el primer uso grandes logros y brillo en el pelo;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226028571
17/11/2023;5;Muy bueno;Me llamó la atención y lo compré para probarlo, había leído bastantes reseñas buenas y la verdad no sé equivocaban, lo recomiendo mucho;Tratamiento Hidratante Sin Aclarado H&S DermaXPro;Hair Treatments;Revitalize;226075799
17/11/2023;5;Perfecto;Es un buen champú tiene todo lo que necesita mi cabello.;DermaXpro Champú Revitalizante;Shampoo;Revitalize;225995568
17/11/2023;5;Genial;Me deja el pelo súper suave,fácil d3 peinar. Y huele genial;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226223279
17/11/2023;5;Estupendo;Te deja el pelo precioso, es la primera vez que lo pruebo y me ha encantado;Tratamiento Hidratante Sin Aclarado H&S DermaXPro;Hair Treatments;Revitalize;226257449
17/11/2023;5;Fundamental;Es el producto que mi cabello necesitaba. He conseguido un pelo más saludable, brillante y fuerte. Totalmente feliz con sus resultados.;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226077633
17/11/2023;5;¡Me encanta!;Deja el pelo super suave e hidratado. Es ideal que no se necesite aclarado.;Tratamiento Hidratante Sin Aclarado H&S DermaXPro;Hair Treatments;Revitalize;226221083
17/11/2023;5;Realmente ofrece lo que promete;Perfecto para cuidar tu cabello fácilmente. Lo notarás desde la primera aplicación;Tratamiento Hidratante Sin Aclarado H&S DermaXPro;Hair Treatments;Revitalize;226100132
17/11/2023;5;Pelo libre de caspa;El mejor champu que probe hasta ahora, deja el pelo muy limpio y libre de caspa. Cuero cabelludo hidratado;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226075415
17/11/2023;5;Ganas de probarlo ! ! !;La verdad que todavía no he probado mucho tiempo el producto pero estoy segura que cumple con lo que dicen. Llevo unas semanas usando la marca DermaXpro y hasta ahora estoy encantada con los resultados. Gracias ;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226030146
17/11/2023;5;Fantásticas funciones! ! ! !;Esta marca tiene grandes productos de calidad y siempre me dan suavidad, brillo y reparan mi cabello. Os lo recomiendo 100%;Tratamiento Hidratante Sin Aclarado H&S DermaXPro;Hair Treatments;Revitalize;226273566
17/11/2023;5;Ideal;Este producto es mano de santo te deja el pelo sedoso;Tratamiento Hidratante Sin Aclarado H&S DermaXPro;Hair Treatments;Revitalize;226145843
17/11/2023;5;Excelente producto;Este champú me ayuda a tener mi pelo mucho mejor y más sano;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226134544
17/11/2023;5;Muy bueno;H&S de toda la vida pero mejorado, me gusta el resultado. Cabello brillante y aparentemente más fuerte , volveré a comprarlo y probaré otros productos de la gama;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226056925
17/11/2023;5;Fantastico;Muy bueno, he probado por primera vez y me encanto;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226244194
16/11/2023;4;No lo he probado pero tiene buena pinta;Este producto no lo he probado y la verdad es que no siy de shampoo o acondicionador sin aclarado aunque me lo han recomendado. El shampoo y el acondicionador de esta marca son excepcionales así que imagino que este producto no se quedará atrás…;Tratamiento Hidratante Sin Aclarado H&S DermaXPro;Hair Treatments;Revitalize;226056919
16/11/2023;4;DermaXpro;Me encanta el producto, la otra vez lo compré porque tenía caspa y me picaba, con el paso del tiempo fue disminuyendo;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226074266
16/11/2023;5;Pelo Limpio;Pelo limpio y suave. Me encanta como me quedo el pelo con mucho brillo y suave;Acondicionador H&S DermaXPro;Hair Conditioner;Soothe;226273569
16/11/2023;5;Me encanta!;Soy consumidora de H&S Citrus y, como tengo el cabello dañado, decidí probar esta gama de champú. Me encanta como deja mi pelo, ligero, brillante y sin apelmazar. Tiene un aspecto mas bonito en general. Me encanta!;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226038874
16/11/2023;5;producto;compré este champú para probar y me encanta volveré a comprarlo;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226220689
16/11/2023;5;Textura suave y brillo natural;Tenía el pelo muy estropeado de tanta plancha y secador y algo de caspa y escamación. Con dos semanas de uso, unos 5 lavados tanto con el shampoo como con el acondicionador Derma proX de H&S y ya era otro. Parecía como si lo hubiese cortado e hidratado, suave, sedoso, con brillo natural, fuerte, libre de caspa e impurezas, sentía el pelo como cuando sales de la peluquería.;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226071580
16/11/2023;5;Muy buenos resultados;La verdad he notado menos caída y deja el prlo nutrido y muy limpio.;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226271779
15/11/2023;5;Muy buen producto;Compre este producto el mes pasado y estoy encantada;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226272576
15/11/2023;5;Funciona bien;He usado el champu y va bien me gustaría probar el acondicionador, lo apunto en la lista de la compra para la próxima vez;DermaXpro Champú Revitalizante;Shampoo;Revitalize;225994473
15/11/2023;5;Maravilloso;Me encanta, va genial! Repetiría sin duda esta gamas de productos;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226220700
15/11/2023;5;Como siempre, ¡un 10!;Me encantó, llevamos usando esta marca hace años en casa.;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226272343
15/11/2023;5;Excelente champú;Limpieza a fondo del cuero cabelludo que aporta una sensación de cuidado.;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226268167
15/11/2023;5;Calidad altisima, como todos los productos de PG;Calidad altísima, se nota cuando se compra un producto de calidad;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226201146
14/11/2023;3;Pelo más fuerte;Llevo usando este champú como unas 3 semanas. Me lavo el pelo cada 2 días, y he notado bastante mejoría a partir de la segunda semana. No me deja el pelo graso (que es una de mis principales requisitos) y además lo noto más fuerte, he de decir que me hice un corte de pelo justo cuando lo compré.;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226156867
14/11/2023;4;Genial para tu pelo;He comprado el producto y desde la primera aplicación se nota, a ver cuánto dura;Tratamiento Hidratante Sin Aclarado H&S DermaXPro;Hair Treatments;Revitalize;226020133
14/11/2023;5;Buen producto como todos los de esta marca;Limpieza profunda con poca cantidad de producto , cuando mucho;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226020136
14/11/2023;5;Es genial;El cuero cabelludo hidratado y el cabello genial! !;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226057597
14/11/2023;5;Genial;Lo he estado usando por un tiempo y ya no tengo caspa. Ademas deja un buen tacto en el pelo;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226273567
14/11/2023;5;champú genial;tiene pinta de ser un champú fresco y con buen olor;DermaXpro Champú Revitalizante;Shampoo;Revitalize;225994905
14/11/2023;5;Fantástico;Deja el pelo muy bonito y suave. Es buen producto.;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226016771
13/11/2023;3;Bueno;tiene buena pinta a ver si gano y lo pruebo porque no se lo que vale;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226069854
13/11/2023;4;Me gusta que sea tan denso. Da sensación de cuidad;Lo he comprado en varias ocasiones y lo alterno con otros de H&S, como el de menta y el de manzana.;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226127298
13/11/2023;4;De momento funciona;Probé este champú porque estoy en la pre menopausia y se me caía mucho pelo. Lo llevo utilizando un mes y sí noto una mejoría, aunque no completa, claro está, pero cumple mis expectativas;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226264063
13/11/2023;4;Me deja el pelo genial;Me deja el pelo suave y con mucho brillo, y eso que tengo el pelo muy maltratado por el tinte;Tratamiento Hidratante Sin Aclarado H&S DermaXPro;Hair Treatments;Revitalize;226075794
13/11/2023;5;Es súper fantastico;Me lo regaló una amiga y probé hace un par de meses   Fantastico;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226059714
13/11/2023;5;Vale lo que dice;Buen producto con el cual notas resultados después de usarlo;Tratamiento Hidratante Sin Aclarado H&S DermaXPro;Hair Treatments;Revitalize;226219744
13/11/2023;5;Me encantó;Buen producto, deja el pelo muy bonito. Me encanta;Tratamiento Hidratante Sin Aclarado H&S DermaXPro;Hair Treatments;Revitalize;226069849
13/11/2023;5;Fantástico , deja un pelo sano y nutrido;Compre el producto el mes pasado y me encanta ,deja el cabello bonito y saludable;DermaXpro Champú Revitalizante;Shampoo;Revitalize;225986035
13/11/2023;5;Es fantástica;Compre este producto para mi madre y le va muy bien.;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226123793
13/11/2023;5;Ideal para usar también como anticaída;Siempre he confiado en H&S ! Pero es que este peoducto me ha dejado loco , con sus propiedades tan revitalizantes te dá una sensación única e increible , a mayores aporta luminosidad y me ha ayudado mucho a la hora de reparar mi pelo tan debilitado y SIN CASPA ! ! !;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226156869
13/11/2023;5;Fantástico producto;Es un gran producto , desde que lo probé me encanto;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226220698
13/11/2023;5;Estupendo es una maravilla de verdad;Es una maravilla tenéis que probarlo te queda el pelo espectacular;DermaXpro Champú Revitalizante;Shampoo;Revitalize;226039853
12/11/2023;4;Un placer.;Compre hace dos semanas este champú y estoy muy contenta con el producto.;DermaXpro Champú Revitalizante;Shampoo;Revitalize;225966654
12/11/2023;4;Excelente;Lo probé sin mucha fé porque no suelen cumplir lo que prometen, pero me sorprendió gratamente, no es perfecto pero es el mejor que he usado, deja el pelo suave y manejable, reduciendo bastante el frizz;Tratamiento Hidratante Sin Aclarado H&S DermaXPro;Hair Treatments;Revitalize;225967559
12/11/2023;5;Fantástico;Una maravilla de champú, deja el pelo de maravilla;DermaXpro Champú Revitalizante;Shampoo;Revitalize;225968303
12/11/2023;5;Huele muy bien;Pelo hidratado , se queda un aroma en el pelo espectacular;Tratamiento Hidratante Sin Aclarado H&S DermaXPro;Hair Treatments;Revitalize;225969484
12/11/2023;5;Realmente se nota la diferencia;Tenía el cuero cabelludo muy delicado y he estado probando diferentes champús sin mucho éxito, me tocaba dejarlos a medias y probar con otro y al final di con este y por fin he notado un cambio! Ya no me pica ni se escama y encima me deja el pelo súper bien, ni graso ni nada como otros, estoy muy contenta;DermaXpro Champú Revitalizante;Shampoo;Revitalize;225967574
12/11/2023;5;Me gusta.;Me gusta pero siento que no me acaba de limpiar el pelo del todo;DermaXpro Champú Revitalizante;Shampoo;Revitalize;225966273
12/11/2023;5;Me encanta;Creo que es una pasada de producto! De lo mejorcito que he podido probar en años, tengo el cabello largo, grueso y mucha mata y con mucho volumen y muy teñido, y la verdad que es de 10.;Tratamiento Hidratante Sin Aclarado H&S DermaXPro;Hair Treatments;Revitalize;225964942
12/11/2023;5;Calmante;En mi perfumería de confianza me aconsejaron H&S Dermaxpro Champú Calmante. Aunque no tengo caspa, tengo el cuello cabelludo sensible por lo que tengo picores y desde que lo uso mi cuero cabelludo está mejor y mi pelo más suave.;DermaXpro Champú Revitalizante;Shampoo;Revitalize;225965668
12/11/2023;5;Me encanta;Es muy bueno. Mi pelo queda muy suave y sedoso. Mucho mejor que con otros productos que he probado;Tratamiento Hidratante Sin Aclarado H&S DermaXPro;Hair Treatments;Revitalize;225967270
12/11/2023;5;Buen producto;Hidrata mucho, para cabello seco, da brillo y lo deja muy bonito;Tratamiento Hidratante Sin Aclarado H&S DermaXPro;Hair Treatments;Revitalize;225966228
12/11/2023;5;Te lo deja suave;Te deja el cabello super suave, como el de un bebe;DermaXpro Champú Revitalizante;Shampoo;Revitalize;225966347
12/11/2023;5;Me queda el pelo con brillo, suave, fácil d peinar;Me queda el pelo con brillo, fácil de peinar y sobretodo que se ve con vida. . . como super cuidado, me encanta;DermaXpro Champú Revitalizante;Shampoo;Revitalize;225966270
12/11/2023;5;Me encanto;Me lo regalaron para probarlo y nunca habia probado nada igual nunca me encanto.;Tratamiento Hidratante Sin Aclarado H&S DermaXPro;Hair Treatments;Revitalize;225968829
12/11/2023;5;Muy bueno;Muy buen champú. No llevo mucho usándolo pero noto que ha disminuido un poco la caída del cabello. Y huele fenomenal! !;DermaXpro Champú Revitalizante;Shampoo;Revitalize;225968680
11/11/2023;4;Genial;Hace unos meses compré esta gama de H&S y estoy encantada con el resultado.;Champú H&S DermaXPro;Shampoo;Soothe;225964938
11/11/2023;4;Fantastico;compre el champu de la marca derma Xpro y la verdad me gusta me deja muy suave y limpio el cabello no me lo engrasa tanto como otros que he usado provare otros productos de la gama;Champú H&S DermaXPro;Shampoo;Soothe;225966276
11/11/2023;4;Funciona;Lo llevo usando un mes y me gusta mucho,me deja el pelo limpio y he notado que se me cae menos;DermaXpro Champú Revitalizante;Shampoo;Revitalize;225966652
11/11/2023;5;Fantastico;Excelentes resultados ,lo e probado y apartir del 2do uso empecé a notar los cambios ,lo recomiendo totalmente;DermaXpro Champú Revitalizante;Shampoo;Revitalize;225965659
11/11/2023;5;Una experiencia única! !;"Siempre tengo en mi casa productos de esa gama;deja el pelo muy suave, el cuerro cabelludo muy limpio, una protección de 100% contra la caspa y también ayuda en crecimiento del pelo que la hacen muy brillante y sanó! !";DermaXpro Champú Revitalizante;Shampoo;Revitalize;225964935
11/11/2023;5;Es una pasada;Compré este prdocuto hace poco y me ha sorprendido gratamente. Deja el pelo precioso;DermaXpro Champú Revitalizante;Shampoo;Revitalize;225968832
11/11/2023;5;Fántastico;Compre este producto hace dos meses y estoy encantada con este champú.;DermaXpro Champú Revitalizante;Shampoo;Revitalize;225966279
11/11/2023;5;Libre de caspa;Llevaba un tiempo con mucha caspa pero mucha. Era incómodo y además me picaba un montón. Y gracias a este shampoo se me ha ido quitando y ya no me pica. Además los noto más suave más brillante.;DermaXpro Champú Revitalizante;Shampoo;Revitalize;225969481
11/11/2023;5;Pelo perfecto e hidratado;Lo había visto en varias ocasiones pero no lo conocía así que decidí probarlo, me ha encantado me deja el pelo súper suave hidratado y con mucho brillo;DermaXpro Champú Revitalizante;Shampoo;Revitalize;225967859
11/11/2023;5;Fantástico;Me encanta sus funciones además de dejar el pelo precioso;Tratamiento Hidratante Sin Aclarado H&S DermaXPro;Hair Treatments;Revitalize;225968676
11/11/2023;5;Champú revitalizante;Me encanta su olor, textura, como repara el pelo lo cuida y lo deja con un brillo increíble, vuelve a recuperar el pelo su estado más natural y nutrido.;DermaXpro Champú Revitalizante;Shampoo;Revitalize;225966227
11/11/2023;5;Me encanta! !;Me gusta mucho el resultado. Me gustaría probar otros productos.;DermaXpro Champú Revitalizante;Shampoo;Revitalize;225967563
11/11/2023;5;Dio vida. A mi pelo;Probé este producto y  la verdad que mi pelo ha Ganado vida, está muy revitalizado. Le tenía sin brillo, apagado, y con el uso de el he visto que ha ganado mucho .;DermaXpro Champú Revitalizante;Shampoo;Revitalize;225966226
11/11/2023;5;Un champú increíble;Deja mi pelo super suave y lo mejor de todo es que elimina la caspa por completo;DermaXpro Champú Revitalizante;Shampoo;Revitalize;225965664
11/11/2023;5;Fantástica como funciona el producto,;Deja un pedazo increíble. Deja un pedazo increíble;Tratamiento Hidratante Sin Aclarado H&S DermaXPro;Hair Treatments;Revitalize;225968226
11/11/2023;5;Divino;Desde que utilizo el champú Revitalizante DermaXPro  noto mi pelo  mucho más fuerte brillante y revitalizado! Por mi condición tenia el pelo quebradizo  sin tono y aplastado sin brillo. Me ha encantado desde primer uso y reconocimiendo este producto por sus efectos y resultados!;DermaXpro Champú Revitalizante;Shampoo;Revitalize;225966237
11/11/2023;5;Heand-qnd-shoulders - tratamiento sin aclarado;La verdad me gustó bastante el producto ,lo probé de una amiga y me parece q yo también comprare uno se nota diferencia la verdad de una ,deja el pelo más bonito más sano me encanta vamos;Tratamiento Hidratante Sin Aclarado H&S DermaXPro;Hair Treatments;Revitalize;225967269
10/11/2023;5;Textura perfecta, super hidratante y sedoso;Encantada con el resultado, recomiendo totalmente. Hidratación profesional;DermaXpro Champú Revitalizante;Shampoo;Revitalize;225969477
10/11/2023;5;Fantástica frescura !;Sensación de libertad ,lo utilizo a diario . Satisfacción total.;DermaXpro Champú Revitalizante;Shampoo;Revitalize;225968424
10/11/2023;5;Excelente;Lo compré para mi hija y ella está encantada con el resultado, su cabello no tiene mucha caspa y deja el cabello brillante y nada reseco;DermaXpro Champú Revitalizante;Shampoo;Revitalize;225965669
10/11/2023;5;fantasticas funciones;compre este producto y es fantastico, y excepcional;Tratamiento Hidratante Sin Aclarado H&S DermaXPro;Hair Treatments;Revitalize;225966255
10/11/2023;5;Espectacular;He comprado este producto por probar si funcionaba y va súper bien. Totalmente recomendado;DermaXpro Champú Revitalizante;Shampoo;Revitalize;225969478
10/11/2023;5;Muy recomendable;Llevo usándolo tiempo, revitaliza el cuero cabelludo y deja una sensación muy limpia. Lo seguiré usando. Lo recomiendo;DermaXpro Champú Revitalizante;Shampoo;Revitalize;225968268
10/11/2023;5;Mejor hidratante;Te deja un pelo , que da gusto . . recomiendo mucho;Tratamiento Hidratante Sin Aclarado H&S DermaXPro;Hair Treatments;Revitalize;225968830
10/11/2023;5;Producto estrella;Desde que salió este nuevo champú tengo el cabello súper sano y limpio.;DermaXpro Champú Revitalizante;Shampoo;Revitalize;225968423
10/11/2023;5;Súper bueno ! Me ha encantado;Súper bueno me ha encantado y deberiamos  todas tenerlo , excelente;Tratamiento Hidratante Sin Aclarado H&S DermaXPro;Hair Treatments;Revitalize;225968677
09/11/2023;3;Si es de H y S no puede fallar;Un producto excepcional de la mano de H y S, el equivalente en otras marcas al acondicionador sin aclarado;Tratamiento Hidratante Sin Aclarado H&S DermaXPro;Hair Treatments;Revitalize;225968664
09/11/2023;4;Nutrición y reparación;Lo compre gracias a una promoción y logrew rehidratar mi cabello y dejarlo libre de caspa al respetar por completo el cuero cabelludo;DermaXpro Champú Revitalizante;Shampoo;Revitalize;225967560
09/11/2023;4;Me gusta como deja. el pelo;Compré este producto ya que me gusta probar todo lo nuevo y me encanta como deja mi pelo;DermaXpro Champú Revitalizante;Shampoo;Revitalize;225968833
09/11/2023;4;Un complemento a la hidrataciín;Lo conocí por internet y lo he usado en cada lavado;Tratamiento Hidratante Sin Aclarado H&S DermaXPro;Hair Treatments;Revitalize;225968827
09/11/2023;4;Sensaciones de limpio e hidratado;Me encanta la sensación de hidratación que aporta y sentir mi cabeza limpia de caspa;DermaXpro Champú Revitalizante;Shampoo;Revitalize;225966254
09/11/2023;4;Sensaciones;Lo estoy probando y la verdad la sensación en el pelo es estupenda;DermaXpro Champú Revitalizante;Shampoo;Revitalize;225967564
09/11/2023;4;Revoluciona el pelo;la verdad es que deja el pelo con volumen y lo noto con mejor calidad.;DermaXpro Champú Revitalizante;Shampoo;Revitalize;225966231
09/11/2023;5;eficacia comprobada;absolutamente satisfecha con este champú, no soy muy de creer en cosas milagrosas, pero realmente me ayuda a darle más fortaleza a mi pelo, no irrita para nada, el cuero cabelludo, y siento mi pelo mucho más sano muy fuerte;DermaXpro Champú Revitalizante;Shampoo;Revitalize;225964943
09/11/2023;5;fantasticas funciones;Ayuda a reforzar la barrera natural de la piel y restablece el equilibrio natural del cuero cabelludo  Rehidrata el cuero cabelludo seco;DermaXpro Champú Revitalizante;Shampoo;Revitalize;225969355
09/11/2023;5;¡Fantasía de champú!;Siempre uso H&S, pero este es el que más me ha gustado, deja el pelo muy bonito, suave y brilloso, no da grasa ni reseca, me ha encantado;DermaXpro Champú Revitalizante;Shampoo;Revitalize;225965014
09/11/2023;5;;Compré H&S DermaXPro hace unos meses y ahora es mi imprescindible. Hidratación y protección ante caspa tiene todo. Deja el pelo suavemente brillante. Gracias;Champú H&S DermaXPro;Shampoo;Soothe;225964939
09/11/2023;5;Me gusta mucho;Lo compré un poco de casualidad, pero me gusta cómo huele y deja el pelo.;DermaXpro Champú Revitalizante;Shampoo;Revitalize;225968224
09/11/2023;5;Producto estupendo;Compré este producto por probar y estoy encantada.;Tratamiento Hidratante Sin Aclarado H&S DermaXPro;Hair Treatments;Revitalize;225966259
09/11/2023;5;Muy recomendable;Compré este champú sin opinion ni recomendación y creo que hice buena compra! Pelo fuerte, con cuerpo y buen aspecto!;DermaXpro Champú Revitalizante;Shampoo;Revitalize;225968269
09/11/2023;5;me gustaria provarlo;Compro de marca blanca y me deja el pelo muy enredado y sln brillo;DermaXpro Champú Revitalizante;Shampoo;Revitalize;225967568
09/11/2023;5;Fantástico;No suelo encontrar buenos tratamientos para mí pelo, pero este he de decir que me funciona a la perfección. Lo recomiendo. Mi pelo se ve más sano;Tratamiento Hidratante Sin Aclarado H&S DermaXPro;Hair Treatments;Revitalize;225969480
09/11/2023;5;Impresionante;He tenido el gran acierto de probar el producto. . . . fenomenal! ! !;DermaXpro Champú Revitalizante;Shampoo;Revitalize;225967561
09/11/2023;5;Máxima hidratación;He probado varios tipos de serum, mascarillas. . de todo para hidratar mi pelo seco estropajoso hasta que di con este de Pantene. Le da brillo, suavidad y un extra de hidratación que no le dan otros productos incluso más caros.;Tratamiento Hidratante Sin Aclarado H&S DermaXPro;Hair Treatments;Revitalize;225967268
09/11/2023;5;Hidratación y protección para un cabello sin caspa;Me encanta este champú porque me deja el pelo suave, brillante y sin rastro de caspa. Desde que lo uso, noto que mi cuero cabelludo está más hidratado y menos irritado. Además, tiene un aroma muy agradable y fresco. Lo que más me gusta es que contiene ingredientes naturales como la vitamina E, la niacinamida y el aloe activo, que ayudan a fortalecer el cabello y a prevenir la caída. Lo recomiendo a todos los que tengan problemas de caspa o sequedad en el cuero cabelludo. Es un producto de calidad que cumple lo que promete.;DermaXpro Champú Revitalizante;Shampoo;Revitalize;225966620
09/11/2023;5;Increible;lo vi en un anuncio de instagram que una famosa influencer patrocinó y lo compré para probar y me encantó! ! !;DermaXpro Champú Revitalizante;Shampoo;Revitalize;225968675
09/11/2023;5;Deja el pelo sin sensación de sucio;Empecé hace unos días a usar este producto. Aún es un poco pronto para ver resultados, pero cuando lo utilizo no deja el pelo con sensación de sucio;Tratamiento Hidratante Sin Aclarado H&S DermaXPro;Hair Treatments;Revitalize;225964941
